,<n_e>,<n_e> Err,Blob Size [rhos],Blob Size2 [rhos],Blob Size3 [rhos],Blob size Err [rhos],Blob size2 Err [rhos],Bt,Cs,Efold,EfoldErr,Ip,Ip Err,Lambda Div,Lambda Div Err,Rho,Rhos,Rhos Err,Shots,Tau,Tau Err,Theta Div,Theta Div Err,vBin,vP,vP Err,vP2,vP3,vPExB,vPExB Err,vR,vR Err,vR2,vR3,Z,Mu,Conf
10,3.61278300313e+19,inf,12.4870329488,0.13184631266,9.46090882407,38.3061354983,38.3061354983,-1.4245749712,46713.0237271,,,242.910421875,654.237487793,1.14457821393,0.0,1.01908612909,0.00169539806049,,51124.0,5.90848468413e-06,2.26062118008e-06,,,37.8323706867,2338.49172221,2020.05711133,11.3128380879,0.105400795834,9527.00523505,15847.5785331,2714.74114196,7923.15260304,36.1013568467,-15.6992923167,1,2,LSN
11,3.61080168317e+19,inf,19.21646668,2.95736498024,6.04180173252,61.8478073461,61.8478073461,-1.42459261417,42644.7094678,,,242.91275,646.522033691,0.86351212037,0.182124884299,1.02693789038,0.00155154704244,,51124.0,9.80099566853e-06,1.41455475228e-06,,,468.165790873,2887.7947823,950.29325937,139.990512671,0.0853532648914,5069.16727936,6715.90783898,956.447680298,3059.06185715,446.74586076,-15.6995359112,1,2,LSN
12,3.60587675069e+19,inf,5.93948641492,0.908965948098,3.61239812045,17.602361431,17.602361431,-1.42460668087,38949.9766911,,,242.932828125,631.012512207,0.462377087468,0.0548546066905,1.04189634178,0.00142517893003,,51124.0,4.66935705061e-06,5.90055733581e-07,,,277.434152775,1439.00821973,754.03375357,82.9588796003,0.171271197555,4603.76616153,6975.99441071,1102.57441661,3213.10772155,264.740502042,-15.6981313303,1,2,LSN
13,3.60337931998e+19,inf,31.4107265318,1.48471007094,17.598911178,71.9527234238,71.9527234238,-1.42460715771,29825.9919091,,,242.971921875,662.597961426,0.617453648023,0.0125473229438,1.05634948737,0.00109664441693,,51124.0,1.71714525654e-05,1.33752763795e-06,,,94.820109356,1661.59404524,1344.49594501,28.3535383264,0.148332256416,3991.2760476,6105.12413398,1123.94379251,2407.05728569,90.4816556141,-15.6985983935,1,2,LSN
14,3.60198381982e+19,inf,21.6477209179,2.86285004344,13.3762860824,59.0521218048,59.0521218048,-1.42457711697,39405.8271459,,,242.99590625,682.160400391,0.585466655267,0.0586158178421,1.06980504136,0.00145683355079,,51124.0,1.44763282234e-05,4.92138627218e-07,,,288.104547631,1712.87178931,630.077274266,86.1495163423,0.143892434429,6233.13601917,8949.63785278,1346.13017457,3638.23768566,274.922700408,-15.6986810464,1,2,LSN
15,4.12653618837e+19,inf,11.6592015841,2.62300760149,3.53490421775,44.4050629664,44.4050629664,-1.42478978634,52161.6425513,0.0149519765808,0.00368960125085,163.24534375,111215.03125,3.06435371868,0.352092568045,1.00836378257,0.00188718270329,0.000191475441766,51126.0,4.62550822487e-06,1.54857427996e-07,,,1070.17312163,-4532.99216697,674.802000069,-320.026138637,-0.0543762175299,6019.03458131,8580.58323913,1442.22207993,5488.41586298,1021.20212537,-15.6998092778,1,2,LSN
16,4.12563634806e+19,inf,9.85279294032,2.44418524893,9.77621446872,77.6173736365,77.6173736365,-1.42478132248,43295.8068964,0.00670325844784,0.0010166337923,166.358734375,110092.429688,1.93235158969,0.198228993103,1.02258475664,0.00157359556955,0.000107573024795,51126.0,6.67465689746e-06,7.77216243097e-08,,,576.233226361,289.047071375,2216.02754721,-172.313490109,0.850258923793,5030.9853034,7819.00397157,2304.8086163,4174.36830216,549.866158523,-15.6538146021,1,2,LSN
17,4.12337179391e+19,inf,12.55753077,1.11973213874,9.25462288398,27.1418616169,27.1418616169,-1.42475879192,38600.1038629,0.0366964391881,0.0622332308834,169.93915625,108685.265625,0.980977684417,0.161693063648,1.03696717884,0.00141086479046,0.000202096215257,51126.0,7.38146597241e-06,9.30622767691e-07,,,214.021260166,1622.3340387,643.72008106,63.9972351009,0.151921143775,2729.98957774,4413.09051994,1768.8927344,3751.68783444,204.228924745,-15.6985274058,1,2,LSN
18,4.11937660846e+19,inf,38.2586021386,0.515093159817,35.3187151779,88.458199563,88.458199563,-1.42474102974,27961.4280178,0.0246690017664,0.0471409038039,173.5721875,107110.804688,1.07993290134,0.147515480619,1.0503475453,0.00102760674192,0.000105895047322,51126.0,1.71707343592e-05,6.02960355444e-06,,,30.8264744346,880.187887738,1157.40425839,-9.21792824534,0.279953325391,3279.21679326,6407.84719871,2113.69815381,3950.66956413,29.4160045711,-15.6950040547,1,2,LSN
19,4.11520154291e+19,inf,24.7005117887,1.23488198347,24.457998097,53.5557964755,53.5557964755,-1.42472946644,30556.7889154,0.0163669292624,0.0300721496546,176.920953125,105517.226562,1.1812710311,0.202221382156,1.06453937719,0.00112901967428,0.000311580288102,51126.0,2.25208180223e-05,2.39896553009e-06,,,61.9074339736,173.100886179,33.930074035,18.5118707716,1.4123485604,3873.00930127,5814.85369513,1226.13409063,2644.40167373,59.0748764004,-15.5718996575,1,2,LSN
20,4.10378421416e+19,inf,16.1883402795,4.26113312717,6.72767702538,53.7195302004,53.7195302004,-1.42495131493,46629.7890127,,,242.48184375,885.919921875,0.986779242353,0.188639594861,1.00873862996,0.00167638803452,,51130.0,5.72130446576e-06,1.91971293163e-07,,,1248.54613675,-4314.29517645,520.729497281,-373.370304586,-0.0571325444107,9249.01261074,13395.9334591,1971.26325442,6536.79416492,1191.41179751,-15.6997897006,1,2,LSN
21,4.09420834749e+19,inf,19.735137402,3.48925233488,3.34978932851,55.9662951081,55.9662951081,-1.42493975163,35416.4516628,,,242.491640625,886.614074707,0.680580689418,0.0546976826258,1.02488469738,0.00128033206684,,51130.0,4.77128412954e-06,2.21874419696e-07,,,936.310127916,5218.90545539,1795.78889061,279.968236996,0.0472297680762,4079.63108406,5399.3812646,898.886457418,2529.94613612,893.473246332,-15.6998555286,1,2,LSN
22,4.0863697092e+19,inf,14.1224032776,2.59413379184,8.74974165478,29.6190335134,29.6190335134,-1.42492735386,36761.0670669,,,242.495,888.645507812,0.412367223331,0.0603507417607,1.03976226207,0.00133585337354,,51130.0,7.86465919951e-06,7.06519110475e-07,,,440.627151073,1882.89922312,447.196761301,131.756109857,0.130900680044,5320.62613447,7125.62035965,1486.18923786,3094.06734911,420.467137572,-15.698906133,1,2,LSN
23,4.07940232391e+19,inf,25.3376327555,2.61324163595,20.0002050604,36.187551887,36.187551887,-1.4249278307,32763.244019,,,242.485140625,878.376525879,0.344241079808,0.0201278756006,1.05522515795,0.00119657903611,,51130.0,1.16884025098e-05,6.10312208338e-07,,,267.525879201,1592.51172182,496.091350621,79.9961276328,0.154765561131,2594.28427237,3738.53196685,2047.48476148,2851.83543148,255.285556987,-15.6984718318,1,2,LSN
24,4.07170178428e+19,inf,32.0361312145,3.52525672593,25.873720277,71.251054245,71.251054245,-1.42493832111,26613.7863338,,,242.467234375,864.110961914,0.316572754875,0.020200146242,1.07015564898,0.000976324851529,,51130.0,1.88383702386e-05,1.73045838416e-06,,,182.70135399,979.044842223,270.309091383,54.6319524611,0.251700989202,2416.55738902,4121.47287052,1340.9416708,2956.73364911,174.342004463,-15.6959613236,1,2,LSN
25,3.73172091424e+19,inf,17.5331489442,3.32872126699,9.13496292229,28.6614677444,28.6614677444,-1.42422103882,47243.1325135,,,243.767828125,1865.04980469,0.706343498415,0.160079231905,1.00675498504,0.00170840631564,,51132.0,5.31391367733e-06,5.93370446507e-08,,,1070.17328109,-4811.3345082,1914.41856768,-320.02618632,-0.0512305626188,6673.13711098,10034.4811251,2936.86147251,4656.38652206,1021.20227753,-15.6998327772,1,2,LSN
26,3.72888065581e+19,inf,27.7210240181,57019.896205,10.9318534584,54.9734987136,54.9734987136,-1.42420291901,41873.4276829,,,243.79671875,1886.2355957,0.977995681012,0.0588523282236,1.02150272931,0.00152161819909,,51132.0,4.42101973699e-06,2.2889237453e-07,,,19624999.8727,-8767.76247155,1252.53749594,0.0,-0.0281131256521,8571.39334156,12175.254155,3762.50461684,7439.47905754,19624999.8727,-15.6999496083,1,2,LSN
27,3.72667811411e+19,inf,16.8876152181,2.4551241834,9.09128331309,34.9750730785,34.9750730785,-1.4241925478,38170.5914766,,,243.82440625,1905.69848633,0.817748493823,0.0651380454468,1.03745070353,0.0013945136299,,51132.0,8.22712271345e-06,5.07050890965e-07,,,416.148422249,2412.29443662,798.128514756,124.436640749,0.102176398619,3503.44871198,4900.23861925,1540.99056342,3149.04605463,397.108337585,-15.6993349517,1,2,LSN
28,3.7255702462e+19,inf,19.4452663021,0.191440500838,12.0269596459,38.6129564794,38.6129564794,-1.42419350147,36007.7632918,,,243.8430625,1910.35339355,0.355582250894,0.0298419334474,1.05193752014,0.00132124042272,,51132.0,8.17148223523e-06,1.55316987866e-07,,,30.9538613645,2470.5698267,2087.78776273,-9.25602035184,0.0997664757278,3137.89670952,4932.05621195,1944.62947703,3494.17593785,29.5375628754,-15.6993659521,1,2,LSN
